,name,id,smiles,formula
198,levsin,DB00424,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,C17H23NO3
199,levulan kerastick,DB00855,C(CC(=O)O)C(=O)CN,C5H9NO3
200,lexapro,DB01175,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,C20H21FN2O
201,lodosyn,DB00190,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,C10H14N2O4
202,lamprene,DB00845,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,C27H22Cl2N4
203,lanoxin,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,C41H64O14
204,leukine,DB00020,None,C639H1006N168O196S8
205,levo-dromoran,DB00854,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,C17H23NO
206,lipitor,DB01076,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,C33H35FN2O5
207,lithostat,DB00551,CC(=O)NO,C2H5NO2
208,lodine,DB00749,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,C17H21NO3
209,lopressor,DB00264,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,C15H25NO3
210,lotensin,DB00542,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,C24H28N2O5
211,maxair autohaler,DB01291,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,C12H20N2O3
212,maxipime,DB01413,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],C19H24N6O5S2
213,mepron,DB01117,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,C22H19ClO3
214,metrogel,DB00916,CC1=NC=C(N1CCO)[N+](=O)[O-],C6H9N3O3
215,mevacor,DB00227,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,C24H36O5
216,mexitil,DB00379,CC1=C(C(=CC=C1)C)OCC(C)N,C11H17NO
217,midamor,DB00594,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,C6H8ClN7O
218,mirapex,DB00413,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,C10H17N3S
219,mivacron,DB01226,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,C58H80N2O14
220,mobic,DB00814,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,C14H13N3O4S2
221,monurol,DB00828,C[C@H]1[C@H](O1)P(=O)(O)O,C3H7O4P
222,ms contin,DB00295,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,C17H19NO3
223,mycamine,DB01141,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O,C56H71N9O23S
224,mykrox,DB00524,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,C16H16ClN3O3S
225,myobloc,DB00042,None,None
226,maalox,DB00836,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,C29H33ClN2O2
227,maalox tc,DB06723,[OH-].[OH-].[OH-].[Al+3],AlH3O3
228,magan,DB01397,C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].[Mg+2],C14H10MgO6
229,marplan,DB01247,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,C12H13N3O2
230,matulane,DB01168,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,C12H19N3O
231,medrol,DB00959,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,C22H30O5
232,mellaril,DB00679,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,C21H26N2S2
233,mentax,DB01091,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32,C23H27N
234,mesantoin,DB00532,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,C12H14N2O2
235,methergine,DB00353,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,C20H25N3O2
236,metopirone,DB01011,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,C14H14N2O
237,mexate,DB00563,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C20H22N8O5
238,miochol,DB03128,CC(=O)OCC[N+](C)(C)C,C7H16NO2
239,mithracin,DB06810,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,C52H76O24
240,motrin,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,C13H18O2
241,myfortic,DB01024,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,C17H20O6
242,myochrysine,DB09276,C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+],C4H3AuNa2O4S
243,nexavar,DB00398,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3
244,nimbex,DB00565,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,C53H72N2O12
245,nizoral,DB01026,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,C26H28Cl2N4O4
246,norvir,DB00503,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,C37H48N6O5S2
247,nuromax,DB01135,C[N+]1(CCC2=CC(=C(C(=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N+]4(CCC5=CC(=C(C(=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)OC)C,C56H78N2O16
248,nalfon,DB00573,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,C15H14O3
249,naprosyn,DB00788,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C14H14O3
250,nardil,DB00780,C1=CC=C(C=C1)CCNN,C8H12N2
251,natrecor,DB04899,None,None
252,neoral,DB00091,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,C62H111N11O12
253,neulasta,DB00019,None,C845H1343N223O243S9
254,neurontin,DB00996,C1CCC(CC1)(CC(=O)O)CN,C9H17NO2
255,nimotop,DB00393,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,C21H26N2O7
256,norpace,DB00280,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,C21H29N3O
257,norpace cr,DB00280,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,C21H29N3O
258,norpramin,DB01151,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,C18H22N2
259,novolog,DB01306,None,C256H381N65O79S6
260,novoseven,DB00036,None,C1972H3076N560O597S28
261,nuprin,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,C13H18O2
262,nydrazid,DB00951,C1=CN=CC=C1C(=O)NN,C6H7N3O
263,omnicef,DB00535,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O,C14H13N5O5S2
264,orencia,DB01281,None,C3498H5458N922O1090S32
265,ovcon-35,None,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,None
266,ocupress,DB00521,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,C16H24N2O3
267,orasone,DB00635,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,C21H26O5
268,ortho-novum,DB00717,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C20H26O2
269,orudis,DB01009,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,C16H14O3
270,orudis kt,DB01009,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,C16H14O3
271,oruvail,DB01009,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,C16H14O3
272,peg-intron,DB00022,None,None
273,peganone,DB00754,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,C11H12N2O2
274,pegasys,DB00008,None,None
275,persantine,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,C24H40N8O4
276,pipracil,DB00319,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,C23H27N5O7S
277,pletal,DB01166,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,C20H27N5O2
278,precedex,DB00633,CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C,C13H16N2
279,prinivil,DB00722,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,C21H31N3O5
280,proleukin,DB00041,None,C690H1115N177O202S6
281,propecia,DB01216,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,C23H36N2O2
282,proscar,DB01216,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,C23H36N2O2
283,prostin e2,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,C20H32O5
284,pulmozyme,DB00003,None,C1321H1999N339O396S9
285,purinethol,DB01033,C1=NC2=C(N1)C(=S)N=CN2,C5H4N4S
286,pamelor,DB00540,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C19H21N
287,panretin,DB00523,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,C20H28O2
288,parnate,DB00752,C1C(C1N)C2=CC=CC=C2,C9H11N
289,pediapred,DB14631,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=C[C@]34C)O,C21H29O8P
290,penthrane,DB01028,COC(C(Cl)Cl)(F)F,C3H4Cl2F2O
291,pepto-bismol,DB01294,C1=CC=C2C(=C1)C(=O)O[Bi]O2.O,C7H5BiO4
292,permax,DB01186,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,C19H26N2S
293,permitil,DB00623,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,C22H26F3N3OS
294,phenergan,DB01069,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,C17H20N2S
295,phenurone,DB01121,C1=CC=C(C=C1)CC(=O)NC(=O)N,C9H10N2O2
296,plaquenil,DB01611,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,C18H26ClN3O
297,plavix,DB00758,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,C16H16ClNO2S
298,plenaxis,DB00106,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C,C72H95ClN14O14
299,ponstel,DB00784,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,C15H15NO2
300,posicor,DB01388,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,C29H38FN3O3
301,prelone,DB00860,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,C21H28O5
302,proamatine,DB00211,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,C12H18N2O4
303,prolixin,DB00623,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,C22H26F3N3OS
304,pronestyl,DB01035,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,C13H21N3O
305,proquin xr,DB00537,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,C17H18FN3O3
306,prozac,DB00472,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,C17H18F3NO
307,quinamm,None,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.O.O.OS(=O)(=O)O,None
308,quinidex,DB00908,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,C20H24N2O2
309,raptiva,DB00095,None,None
310,refludan,DB00001,None,C287H440N80O111S6
311,remeron,DB00370,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,C17H19N3
312,remeron soltab,DB00370,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,C17H19N3
313,remicade,DB00065,None,C6428H9912N1694O1987S46
314,revia,DB00704,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,C20H23NO4
315,revlimid,DB00480,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,C13H13N3O3
316,romazicon,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,C15H14FN3O3
317,rebif,DB00060,None,C908H1408N246O252S7
318,relafen,DB00461,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,C15H16O2
319,retavase,DB00015,None,C1736H2671N499O522S22
320,rifadin,DB01045,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C,C43H58N4O12
321,rifamate,DB00951,C1=CN=CC=C1C(=O)NN,C6H7N3O
322,ritalin,DB00422,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,C14H19NO2
323,robinul,DB00986,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,C19H28NO3
324,rocaltrol,DB00136,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,C27H44O3
325,sinequan,DB01142,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=CC=CC=C31,C19H21NO
326,skelaxin,DB00660,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,C12H15NO3
327,skelid,DB01133,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,C7H9ClO6P2S
328,somavert,DB00082,None,C990H1532N262O300S7
329,spiriva,DB01409,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,C19H22NO4S2
330,sprycel,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,C22H26ClN7O2S
331,stadol ns,DB00611,C1CC[C@]2([C@@H]3CC4=C([C@@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,C21H29NO2
332,strattera,DB00289,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,C17H21NO
333,suboxone,DB00921,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,C29H41NO4
334,subutex,DB00921,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,C29H41NO4
335,sular,DB00401,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,C20H24N2O6
336,suprax,DB00671,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,C16H15N5O7S2
337,sustiva,DB00625,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,C14H9ClF3NO2
338,sutent,DB01268,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,C22H27FN4O2
339,symlin,DB01278,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@@H]8CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N8)[C@@H](C)O)C)[C@@H](C)O)CC(=O)N)NC(=O)[C@H](CCCCN)N,C171H267N51O53S2
340,sanctura,DB00209,C1CC[N+]2(C1)[C@@H]3CC[C@H]2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,C25H30NO3
341,sandimmune,DB00091,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,C62H111N11O12
342,sectral,DB01193,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,C18H28N2O4
343,sensipar,DB01012,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,C22H22F3N
344,septra,DB00440,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,C14H18N4O3
345,serentil,DB00933,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,C21H26N2OS2
346,seroquel,DB01224,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,C21H25N3O2S
347,simulect,DB00074,None,C6378H9844N1698O1997S48
348,solganal,DB09121,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)[S-])O)O)O)O.[Au+],C6H11AuO5S
349,sonata,DB00962,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,C17H15N5O
350,sparine,DB00420,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,C17H20N2S
351,sporanox,DB01167,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,C35H38Cl2N8O4
352,starlix,DB00731,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,C19H27NO3
353,stelazine,DB00831,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,C21H24F3N3S
354,streptase,DB00086,None,C2100H3278N566O669S4
355,survanta,DB06761,None,None
356,synkayvite,None,CC1=C(C2=CC=CC=C2C(=C1)OP(=O)([O-])[O-])OP(=O)([O-])[O-].O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],None
357,tabloid,DB00352,C1=NC2=C(N1)C(=S)N=C(N2)N,C5H5N5S
358,tambocor,DB01195,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,C17H20F6N2O3
359,tarceva,DB00530,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4
360,taxol,DB01229,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,C47H51NO14
361,tenormin,DB00335,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,C14H22N2O3
362,tikosyn,DB00204,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,C19H27N3O5S2
363,tnkase,DB00031,None,C2561H3919N747O781S40
364,tobi,DB00684,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,C18H37N5O9
365,tolectin,DB00500,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,C15H15NO3
366,toradol,DB00465,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,C15H13NO3
367,tracleer,DB00559,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,C27H29N5O6S
368,tracrium,DB00732,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],C65H82N2O18S2
369,tranxene,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,C16H11ClN2O3
370,trental,DB00806,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,C13H18N4O3
371,tricor,DB01039,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,C20H21ClO4
372,trisenox,DB01169,O=[As]O[As]=O,As2O3
373,tritec,None,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Bi+3],None
374,tykerb,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S
375,tysabri,DB00108,None,None
376,tagamet,DB00501,CC1=C(N=CN1)CSCCNC(=NC)NC#N,C10H16N6S
377,targretin,DB00307,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,C24H28O2
378,tegison,DB00926,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,C23H30O3
