,name,id,smiles,formula
194,epo,DB00007,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,C59H84N16O12
195,erythromycin,DB00199,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,C37H67NO13
196,ethanol,DB00898,CCO,C2H6O
197,edetate calcium disodium,DB01373,[Ca],Ca
198,efavirenz,DB00625,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,C14H9ClF3NO2
199,enalapril,DB00584,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,C20H28N2O5
200,enflurane,DB00228,C(C(OC(F)F)(F)F)(F)Cl,C3H2ClF5O
201,enoxacin,DB00467,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,C15H17FN4O3
202,enoxaparin,DB01225,None,None
203,ephedrine,DB01364,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,C10H15NO
204,epinephrine,DB00668,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,C9H13NO3
205,eprosartan,DB00876,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,C23H24N2O4S
206,ergotamine,DB00201,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,C8H10N4O2
207,esomeprazole,DB00736,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC,C17H19N3O3S
208,estazolam,DB01215,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,C16H11ClN4
209,eszopiclone,DB00402,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,C17H17ClN6O3
210,ethinyl estradiol,DB00977,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,C20H24O2
211,ethopropazine,DB00392,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,C19H24N2S
212,ethosuximide,DB00593,CCC1(CC(=O)NC1=O)C,C7H11NO2
213,ethotoin,DB00754,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,C11H12N2O2
214,ethoxzolamide,DB00311,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,C9H10N2O3S2
215,etodolac,DB00749,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,C17H21NO3
216,etofibrate,DB08983,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl,C18H18ClNO5
217,etomidate,DB00292,CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2,C14H16N2O2
218,etonogestrel,DB00294,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C22H28O2
219,etretinate,DB00926,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,C23H30O3
220,exemestane,DB00990,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,C20H24O2
221,fe,DB01592,[Fe],Fe
222,felbamate,DB00949,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,C11H14N2O4
223,felodipine,DB01023,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,C18H19Cl2NO4
224,fenfluramine,DB00574,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,C12H16F3N
225,fenofibrate,DB01039,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,C20H21ClO4
226,fentanyl,DB00813,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,C22H28N2O
227,fexofenadine,DB00950,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,C32H39NO4
228,fluconazole,DB00196,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,C13H12F2N6O
229,flucytosine,DB01099,C1=NC(=O)NC(=C1F)N,C4H4FN3O
230,fluoroquinolones,DB09526,C1=CC(=CC=C1O)O,C6H6O2
231,fluoxetine,DB00472,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,C17H18F3NO
232,flupenthixol,DB00875,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,C23H25F3N2OS
233,flurbiprofen,DB00712,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,C15H13FO2
234,fluvastatin,DB01095,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,C24H26FNO4
235,fluvoxamine,DB00176,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,C15H21F3N2O2
236,folic acid,DB00158,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,C19H19N7O6
237,folinic acid,DB00650,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C20H23N7O7
238,fondaparinux,DB00569,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O,C31H53N3O49S8
239,foscarnet,DB00529,C(=O)(O)P(=O)(O)O,CH3O5P
240,fosinopril,DB00492,CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,C30H46NO7P
241,fosinopril sodium,DB00492,CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,C30H46NO7P
242,furazolidone,DB00614,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],C8H7N3O5
243,furosemide,DB00695,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,C12H11ClN2O5S
244,gh,DB00025,None,C11794H18314N3220O3553S83
245,gabapentin,DB00996,C1CCC(CC1)(CC(=O)O)CN,C9H17NO2
246,ganciclovir,DB01004,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,C9H13N5O4
247,gemfibrozil,DB01241,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,C15H22O3
248,gentamicin,DB00798,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,C60H123N15O21
249,ginkgo biloba,DB01381,None,None
250,glibenclamide,DB01016,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,C23H28ClN3O5S
251,glucose,DB01914,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,C6H12O6
252,glyburide,DB01016,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,C23H28ClN3O5S
253,green tea polyphenols,DB03255,C1=CC=C(C=C1)O,C6H6O
254,grepafloxacin,DB00365,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F,C19H22FN3O3
255,griseofulvin,DB00400,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,C17H17ClO6
256,guanethidine,DB01170,C1CCCN(CCC1)CCN=C(N)N,C10H22N4
257,hctz,DB00999,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,C7H8ClN3O4S2
258,hivid,DB00943,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,C9H13N3O3
259,hmg-coa reductase inhibitors,None,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,None
260,hmg-coa reductase inhibitor,None,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,None
261,hydroxyzine,DB00557,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,C21H27ClN2O2
262,haloperidol,DB00502,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,C21H23ClFNO2
263,heparin,DB01109,None,None
264,heparin sodium,DB01109,None,None
265,human growth hormone,DB00052,None,C990H1532N262O300S7
266,hyaluronidase,DB06205,None,None
267,hydrochlorothiazide,DB00999,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,C7H8ClN3O4S2
268,hydrocodone,DB00956,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,C18H21NO3
269,hydrocortisone,DB00741,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,C21H30O5
270,hydroxychloroquine,DB01611,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,C18H26ClN3O
271,idv,None,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5.OS(=O)(=O)O,None
272,inh,DB00951,C1=CN=CC=C1C(=O)NN,C6H7N3O
273,ibandronate,DB00710,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,C9H23NO7P2
274,ibuprofen,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,C13H18O2
275,imexon,DB05003,C1C2N1C(=O)N=C2N,C4H5N3O
276,imipramine,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,C19H24N2
277,imipramine hydrochloride,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,C19H24N2
278,immunosuppressive,None,None,None
279,indinavir,DB00224,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,C36H47N5O4
280,indomethacin,DB00328,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,C19H16ClNO4
281,insulin,DB00030,None,C257H383N65O77S6
282,interferon beta,DB14999,None,None
283,iodine,DB00898,CCO,C2H6O
284,irinotecan,DB00762,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,C33H38N4O6
285,iron,DB00115,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],C63H88CoN14O14P
286,isocarboxazid,DB01247,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,C12H13N3O2
287,isoflurane,DB00753,C(C(F)(F)F)(OC(F)F)Cl,C3H2ClF5O
288,isoniazid,DB00951,C1=CN=CC=C1C(=O)NN,C6H7N3O
289,isoproterenol hydrochloride,DB01064,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,C11H17NO3
290,itraconazole,DB01167,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,C35H38Cl2N8O4
291,kcl,DB00761,[Cl-].[K+],ClK
292,ketamine,DB01221,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,C13H16ClNO
293,ketoconazole,DB01026,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,C26H28Cl2N4O4
294,ketoprofen,DB01009,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,C16H14O3
295,ketorolac,DB00465,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,C15H13NO3
296,l-arginine,DB00125,C(C[C@@H](C(=O)O)N)CN=C(N)N,C6H14N4O2
297,l-glutamine,DB00130,C(CC(=O)N)[C@@H](C(=O)O)N,C5H10N2O3
298,l-histidine,DB00117,C1=C(NC=N1)C[C@@H](C(=O)O)N,C6H9N3O2
299,l-lysine,DB00123,C(CCN)C[C@@H](C(=O)O)N,C6H14N2O2
300,l-methionine,DB00134,CSCC[C@@H](C(=O)O)N,C5H11NO2S
301,l-phenylalanine,DB00120,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,C9H11NO2
302,l-tryptophan,DB00150,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,C11H12N2O2
303,l-tyrosine,DB00135,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,C9H11NO3
304,lbh589,None,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,None
305,labetalol hcl,DB00598,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,C19H24N2O3
306,lamivudine,DB00709,C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,C8H11N3O3S
307,lanoxicaps,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,C41H64O14
308,lansoprazole,DB00448,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,C16H14F3N3O2S
309,lapatinib,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S
310,leucovorin,DB00650,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C20H23N7O7
311,levetiracetam,DB01202,CC[C@@H](C(=O)N)N1CCCC1=O,C8H14N2O2
312,levodopa,DB01235,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,C9H11NO4
313,levosimendan,DB00922,C[C@@H]1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,C14H12N6O
314,levothyroxine sodium,DB00451,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,C15H11I4NO4
315,lincomycin,DB01627,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O,C18H34N2O6S
316,lithium,DB14507,[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,C6H5Li3O7
317,lithium carbonate,DB14509,[Li+].[Li+].C(=O)([O-])[O-],CLi2O3
318,lofexidine,DB04948,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,C11H12Cl2N2O
319,lomefloxacin,DB00978,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,C17H19F2N3O3
320,loperamide,DB00836,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,C29H33ClN2O2
321,lopinavir,DB01601,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,C37H48N4O5
322,loratadine,DB00455,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,C22H23ClN2O2
323,lorazepam,DB00186,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,C15H10Cl2N2O2
324,losartan,DB00678,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,C22H23ClN6O
325,lovastatin,DB00227,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,C24H36O5
326,meperidine,DB00454,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,C15H21NO2
327,meth,DB00061,None,C1821H2834N484O552S14
328,mpa,DB00603,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,C24H34O4
329,mptp,None,CN1CCC(=CC1)C2=CC=CC=C2,None
330,mtx,DB00563,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C20H22N8O5
331,magnesium,DB14513,[Mg],H2Mg
332,magnesium-aluminum hydroxide,DB00778,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,C41H76N2O15
333,mazindol,DB00579,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,C16H13ClN2O
334,mecamylamine,DB00657,CC1(C2CCC(C2)C1(C)NC)C,C11H21N
335,meclofenamate sodium,DB00939,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,C14H11Cl2NO2
336,medroxyprogesterone acetate,DB00603,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,C24H34O4
337,mefloquine,DB00358,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,C17H16F6N2O
338,melatonin,DB01065,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,C13H16N2O2
339,meloxicam,DB00814,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,C14H13N3O4S2
340,mephenytoin,DB00532,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,C12H14N2O2
341,mequitazine,DB01071,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,C20H22N2S
342,mercaptopurine,DB01033,C1=NC2=C(N1)C(=S)N=CN2,C5H4N4S
343,metformin,DB00331,CN(C)C(=N)N=C(N)N,C4H11N5
344,methadone,DB00333,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,C21H27NO
345,methamphetamine,DB01577,C[C@@H](CC1=CC=CC=C1)NC,C10H15N
346,methenamine,DB06799,C1N2CN3CN1CN(C2)C3,C6H12N4
347,methionine,DB00134,CSCC[C@@H](C(=O)O)N,C5H11NO2S
348,methotrexate,DB00563,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C20H22N8O5
349,methscopolamine,DB00462,C[N+]1([C@H]2CC(C[C@H]1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],C18H24BrNO4
350,methyldopa,DB00968,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,C10H13NO4
351,methylprednisolone,DB00959,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,C22H30O5
352,methysergide,DB00247,CCC(CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,C21H27N3O2
353,metoclopramide,DB01233,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,C14H22ClN3O2
354,metolazone,DB00524,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,C16H16ClN3O3S
355,metoprolol,DB00264,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,C15H25NO3
356,midazolam,DB00683,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,C18H13ClFN3
357,mineral oil,DB11057,None,None
358,mitomycin-c,DB00305,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,C15H18N4O5
359,mitotane,DB00648,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,C14H10Cl4
360,monoamine oxidase inhibitors,None,None,None
361,montelukast,DB00471,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,C35H36ClNO3S
362,morphine,DB00295,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,C17H19NO3
363,moxifloxacin,DB00218,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,C21H24FN3O4
364,mycophenolate mofetil,DB00688,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O,C23H31NO7
365,myfortic,DB01024,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,C17H20O6
366,n-diethyl-m-toluamide,DB11282,CCN(CC)C(=O)C1=CC=CC(=C1)C,C12H17NO
367,nph human insulin,DB00030,None,C257H383N65O77S6
368,ntg,DB00741,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,C21H30O5
369,naflu,DB00316,CC(=O)NC1=CC=C(C=C1)O,C8H9NO2
370,nabilone,DB00486,CCCCCCC(C)(C)C1=CC(=C2[C@@H]3CC(=O)CC[C@H]3C(OC2=C1)(C)C)O,C24H36O3
371,nafazodone,None,None,None
372,nalidixic acid,DB00779,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,C12H12N2O3
373,naltrexone,DB00620,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,C21H27FO6
374,naproxen,DB00788,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C14H14O3
375,nefazodone,DB01149,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,C25H32ClN5O2
376,nelfinavir,DB00220,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,C32H45N3O4S
377,neomycin,DB00994,None,None
378,netilmicin,DB00955,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N,C21H41N5O7
379,nevirapine,DB00238,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,C15H14N4O
380,niacin,DB00627,C1=CC(=CN=C1)C(=O)O,C6H5NO2
381,nicardipine hcl,DB00622,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,C26H29N3O6
382,nicotine,DB00184,CN1CCC[C@H]1C2=CN=CC=C2,C10H14N2
383,nicotinic acid,DB00627,C1=CC(=CN=C1)C(=O)O,C6H5NO2
384,nifedipine,DB01115,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,C17H18N2O6
385,nimodipine,DB00393,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,C21H26N2O7
386,nitrofurantoin,DB00698,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],C8H6N4O5
387,nitroglycerin,DB00727,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],C3H5N3O9
388,nonsteroidal antiinflammatory,None,None,None
389,norepinephrine,DB00368,C1=CC(=C(C=C1[C@H](CN)O)O)O,C8H11NO3
390,norethindrone,DB00717,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C20H26O2
391,norfloxacin,DB01059,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,C16H18FN3O3
392,oxc,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,C14H22N2O
393,olanzapine,DB00334,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,C17H20N4S
394,omeprazole,DB00338,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,C17H19N3O3S
395,orlistat,DB01083,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,C29H53NO5
