,name,id,smiles,formula
161,iron,DB00115,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],C63H88CoN14O14P
162,lead,DB00184,CN1CCC[C@H]1C2=CN=CC=C2,C10H14N2
163,methanol,DB00165,CC1=NC=C(C(=C1O)CO)CO,C8H11NO3
164,methylglyoxal,DB03587,CC(=O)C=O,C3H4O2
165,neurotensin,None,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]5CCC(=O)N5,None
166,norbuprenorphine,DB00921,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,C29H41NO4
167,norfluoxetine,DB00472,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,C17H18F3NO
168,norketamine,DB01221,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,C13H16ClNO
169,nortriptyline,DB00540,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C19H21N
170,olprinone,DB16847,None,C14H10N4O
171,omega-agatoxin iva,None,CC[C@H](C)[C@H]1C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H]3C(=O)N[C@H]4CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N1)NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC4=O)CCCNC(=N)N)CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N5CCC[C@H]5C(=O)N3)[C@@H](C)O)CC6=CNC7=CC=CC=C76)CCCCN)CCCNC(=N)N)CC8=CC=C(C=C8)O)CC(=O)O)CCCCN)C)[C@@H](C)CC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)N)C(=O)N[C@@H](CCCCN)C(=O)N9CCC[C@H]9C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)O)CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CO)[C@@H](C)CC)CCSC)[C@@H](C)O)CC(=O)N,None
172,omega-agatoxin via,None,None,None
173,omega-conotoxin gvia,None,C[C@H]([C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(=O)N)C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)N)O)NC(=O)[C@@H]5C[C@H](CN5C(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H]6C[C@H](CN6C(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)N)O)O)O,None
174,organophosphate insecticide,DB14503,None,None
175,para-aminobenzoic acid,DB02362,C1=CC(=CC=C1C(=O)O)N,C7H7NO2
176,paraxanthine,DB02134,C1=NC2=C(N1)C(=O)NC(=O)N2,C5H4N4O2
177,perchlorate,DB03138,[O-]Cl(=O)(=O)=O,ClO4
178,perindoprilat,DB14213,CCC[C@@H](C(=O)O)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,C17H28N2O5
179,phenazepam,None,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=C3Cl,None
180,phenibut,DB13455,C1=CC=C(C=C1)C(CC(=O)O)CN,C10H13NO2
181,phenyltoloxamine,DB11160,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2,C17H21NO
182,phenyramidol,DB13414,C1=CC=C(C=C1)C(CNC2=CC=CC=N2)O,C13H14N2O
183,phosphorous insecticides,DB14151,P,P
184,picrotoxin,DB00466,CC(=C)[C@@H]1C2[C@@H]3[C@@]4([C@](C1C(=O)O2)(CC5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3C4[C@H](C([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,C30H34O13
185,piperine,DB12582,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,C17H19NO3
186,precocene i,None,CC1(C=CC2=C(O1)C=C(C=C2)OC)C,None
187,putrescine,DB01917,C(CCN)CN,C4H12N2
188,pyreneperone,None,None,None
189,quinpirole,None,CCCN1CCC[C@H]2[C@H]1CC3=C(C2)NN=C3,None
190,reseveratrol,None,None,None
191,ruthenium red,None,N.N.N.N.N.N.N.N.N.N.N.N.N.N.O.O.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Ru+2].[Ru+2].[Ru+2],None
192,sodium carboxymethylcellulose,DB00776,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,C15H12N2O2
193,sodium dodecyl sulfate,DB00815,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],C12H25NaO4S
194,sodium perchlorate,DB16608,None,ClNaO4
195,spermidine,DB03566,C(CCNCCCN)CN,C7H19N3
196,sulfaphenazole,DB06729,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,C15H14N4O2S
197,thimerosal,DB11590,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],C9H9HgNaO2S
198,threohydrobupropion,DB00898,CCO,C2H6O
199,toxin a,DB00083,None,C6760H10447N1743O2010S32
200,transferrin,DB00717,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C20H26O2
201,trichlorfon,DB11473,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,C4H8Cl3O4P
202,trimethyl lead,DB09089,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,C22H29NO5
203,tuftsin,None,C[C@H]([C@@H](C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N)O,None
204,tyramine,DB08841,C1=CC(=CC=C1CCN)O,C8H11NO
205,vanillin,None,COC1=C(C=CC(=C1)C=O)O,None
206,vanillylmandelic acid,DB13218,C1=CC=C(C=C1)C(C(=O)O)O,C8H8O3
